date,equity_buy_hold,equity_reg_sign,equity_cls_0p5,equity_cls_tuned
2020-06-16,0.9944004078991217,0.9944004078991217,0.9944004078991217,0.9944004078991217
2020-06-17,0.989958910551209,0.9944004078991217,0.989958910551209,0.989958910551209
2020-06-18,0.9954202057418208,0.9944004078991217,0.9954202057418208,0.9954202057418208
2020-06-19,0.9935816111901039,0.9925636969687606,0.9935816111901039,0.9935816111901039
2020-06-22,0.998531580451174,0.9975085950368362,0.998531580451174,0.998531580451174
2020-06-23,0.9978792762972918,0.9975085950368362,0.9978792762972918,0.9978792762972918
2020-06-24,0.9857223067813574,0.9853561414587417,0.9857223067813574,0.9857223067813574
2020-06-25,0.9968944201173947,0.9853561414587417,0.9857223067813574,0.9968944201173947
2020-06-26,0.9739984768736737,0.9853561414587417,0.9630829564803717,0.9739984768736737
2020-06-29,0.9869777892527299,0.9853561414587417,0.9630829564803717,0.9869777892527299
2020-06-30,0.9796087074368637,0.9853561414587417,0.9630829564803717,0.9796087074368637
2020-07-01,0.9806816967054688,0.9853561414587417,0.9630829564803717,0.9806816967054688
2020-07-02,0.9877899258521406,0.9853561414587417,0.9630829564803717,0.9877899258521406
2020-07-03,1.0058554279893723,0.9853561414587417,0.9630829564803717,1.0058554279893723
2020-07-06,1.001438234284779,0.9853561414587417,0.9630829564803717,1.001438234284779
2020-07-07,0.9936427593214217,0.9853561414587417,0.9630829564803717,0.9936427593214217
2020-07-08,0.9976564792464034,0.9853561414587417,0.9630829564803717,0.9976564792464034
2020-07-09,0.9870960203686773,0.9853561414587417,0.9630829564803717,0.9870960203686773
2020-07-10,1.008968532378787,0.9853561414587417,0.9630829564803717,1.008968532378787
2020-07-13,1.0002125048788524,0.976805026934386,0.9547251330388626,1.0002125048788524
2020-07-14,1.0160873999877715,0.976805026934386,0.9547251330388626,1.0160873999877715
2020-07-15,1.00833171032278,0.9693491755458166,0.9474378151887385,1.00833171032278
2020-07-16,1.0050574755635515,0.9693491755458166,0.9474378151887385,1.0050574755635515
2020-07-17,1.005990092394381,0.9693491755458166,0.9483169653608358,1.005990092394381
2020-07-20,1.0133737905824387,0.9693491755458166,0.9483169653608358,1.0133737905824387
2020-07-21,1.0075014107542473,0.9637319130925638,0.9428215820483111,1.0075014107542473
2020-07-22,1.0071847033238281,0.9637319130925638,0.9428215820483111,1.0071847033238281
2020-07-23,1.0068679958934081,0.9634288693143946,0.9428215820483111,1.0068679958934081
2020-07-24,1.0059178736021497,0.9625197379798891,0.9428215820483111,1.0059178736021497
2020-07-27,1.0033287227809418,0.9625197379798891,0.9428215820483111,1.0033287227809418
2020-07-28,0.9918032135785194,0.9625197379798891,0.9428215820483111,0.9918032135785194
2020-07-29,0.9892401824318448,0.9625197379798891,0.9428215820483111,0.9892401824318448
2020-07-30,0.9613761937519126,0.9625197379798891,0.9428215820483111,0.9613761937519126
2020-07-31,0.9828701414122909,0.9625197379798891,0.9428215820483111,0.9828701414122909
2020-08-03,0.9996213488562862,0.9625197379798891,0.9428215820483111,0.9996213488562862
2020-08-04,0.9970170622274772,0.9625197379798891,0.9428215820483111,0.9970170622274772
2020-08-05,0.9927349651264925,0.9625197379798891,0.9428215820483111,0.9927349651264925
2020-08-06,0.9888287515039932,0.9625197379798891,0.9428215820483111,0.9888287515039932
2020-08-07,1.0027877737555135,0.9625197379798891,0.9428215820483111,1.0027877737555135
2020-08-10,1.0074407811726878,0.9625197379798891,0.9428215820483111,1.0074407811726878
2020-08-11,1.011590981976718,0.9625197379798891,0.9428215820483111,1.011590981976718
2020-08-12,1.02955416729448,0.9625197379798891,0.9428215820483111,1.02955416729448
2020-08-13,1.0313144023797705,0.9625197379798891,0.9428215820483111,1.0313144023797705
2020-08-14,1.0227851498406026,0.9625197379798891,0.9350241893675615,1.0227851498406026
2020-08-17,1.0207627650474864,0.9625197379798891,0.9350241893675615,1.0207627650474864
2020-08-18,1.0233988798264233,0.9625197379798891,0.9350241893675615,1.0233988798264233
2020-08-19,1.0132143039843557,0.9625197379798891,0.9350241893675615,1.0132143039843557
2020-08-20,1.0149715119081255,0.9625197379798891,0.9350241893675615,1.0149715119081255
2020-08-21,1.0178591383754034,0.9625197379798891,0.9376843631409976,1.0178591383754034
2020-08-24,1.0316425434116496,0.9625197379798891,0.9376843631409976,1.0316425434116496
2020-08-25,1.0313808263452524,0.9622755566558614,0.9374464822952578,1.0313808263452524
2020-08-26,1.0277496495655345,0.9622755566558614,0.934146019641903,1.0277496495655345
2020-08-27,1.013304253104279,0.9622755566558614,0.921016256365277,1.013304253104279
2020-08-28,1.0246897361592,0.9730876814554031,0.9313647918106072,1.0246897361592
2020-08-31,1.0246149224040502,0.9730876814554031,0.9313647918106072,1.0246149224040502
2020-09-01,1.0294452767165578,0.9730876814554031,0.9357555359236097,1.0294452767165578
2020-09-02,1.039115672169875,0.9730876814554031,0.9445458293803678,1.039115672169875
2020-09-03,1.0275977738254176,0.9623016589793463,0.9340761741380725,1.0275977738254176
2020-09-04,1.022483993323286,0.9575128207916787,0.9294277984326339,1.022483993323286
2020-09-07,1.0306400432552154,0.9575128207916787,0.9294277984326339,1.0306400432552154
2020-09-08,1.0199417196658251,0.9475735776341307,0.9197800854355709,1.0199417196658251
2020-09-09,1.0289280691662874,0.9475735776341307,0.9197800854355709,1.0289280691662874
2020-09-10,1.0365012660713366,0.9475735776341307,0.9197800854355709,1.0365012660713366
2020-09-11,1.0432681212037245,0.9537598634950564,0.9257849199645135,1.0432681212037245
2020-09-14,1.0386445637373003,0.9495329888801681,0.9216820247528147,1.0386445637373003
2020-09-15,1.0395584986064252,0.9503685117705006,0.9224930407346787,1.0395584986064252
2020-09-16,1.0326433138880244,0.9440466224124178,0.9163565801250343,1.0326433138880244
2020-09-17,1.0344558751163635,0.9440466224124178,0.9179650274815705,1.0344558751163635
2020-09-18,1.0340889345177644,0.9440466224124178,0.9176394083374584,1.0340889345177644
2020-09-21,1.033966620984898,0.9440466224124178,0.9176394083374584,1.033966620984898
2020-09-22,1.0338443074520316,0.9439349460050421,0.9175308557830013,1.0338443074520316
2020-09-23,1.0223897195603826,0.9334765184400045,0.9073649751420675,1.0223897195603826
2020-09-24,1.0275618805286029,0.9334765184400045,0.9073649751420675,1.0275618805286029
2020-09-25,1.0411566521307147,0.9334765184400045,0.9193695267224227,1.0411566521307147
2020-09-28,1.0423735599911998,0.9345675693501083,0.9193695267224227,1.0423735599911998
2020-09-29,1.0266983689773295,0.9205135624880625,0.9055440676961719,1.0266983689773295
2020-09-30,1.0232616206799106,0.9205135624880625,0.9055440676961719,1.0232616206799106
2020-10-01,1.0198248723824903,0.9205135624880625,0.9055440676961719,1.0198248723824903
2020-10-02,1.0323232163555367,0.9205135624880625,0.9055440676961719,1.0323232163555367
2020-10-05,1.037707535912335,0.9205135624880625,0.9055440676961719,1.037707535912335
2020-10-06,1.0372244051848352,0.9200849943494227,0.9051224689806681,1.0372244051848352
2020-10-07,1.04715478802449,0.928893884878067,0.9137881083435887,1.04715478802449
2020-10-08,1.0459422911581389,0.9278183218978202,0.9127300362891546,1.0459422911581389
